id,decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,racetxt,tier,pass_bar
14268,4.00,5.00,46.00,3.20,-0.40,-0.12,1.00,4.00,0.00,1,4,1
14269,3.00,4.00,37.00,2.60,-0.72,-0.37,1.00,2.00,0.00,1,4,1
14270,10.00,10.00,32.00,3.50,1.38,1.42,1.00,3.00,0.00,1,3,1
14271,7.00,6.00,38.00,3.70,0.35,0.13,1.00,2.00,0.00,1,4,1
14272,8.00,7.00,48.00,3.50,0.77,0.55,1.00,4.00,1.00,1,4,1
14273,2.00,2.00,37.00,2.60,-0.94,-0.96,1.00,4.00,0.00,1,5,1
14274,3.00,6.00,31.00,3.30,-0.50,0.08,1.00,3.00,1.00,0,4,1
14275,3.00,2.00,39.00,2.40,-0.64,-0.92,1.00,4.00,1.00,1,3,1
14276,2.00,3.00,46.00,2.60,-0.93,-0.60,1.00,3.00,1.00,1,5,1
14277,2.00,4.00,43.00,2.40,-0.86,-0.31,1.00,3.00,1.00,0,4,1
14278,3.00,2.00,34.00,2.90,-0.70,-1.00,1.00,5.00,0.00,1,4,1
14279,1.00,1.00,35.00,3.50,-1.75,-1.46,1.00,3.00,1.00,1,3,1
14280,2.00,5.00,42.00,3.40,-0.76,-0.16,1.00,4.00,0.00,1,4,1
14281,5.00,7.00,34.50,3.40,-0.14,0.47,1.00,3.00,0.00,1,3,1
14282,10.00,10.00,45.00,2.40,1.92,1.77,1.00,3.00,1.00,1,4,1
14283,10.00,10.00,37.00,3.70,1.40,1.44,1.00,4.00,0.00,1,3,1
14284,5.00,3.00,46.00,3.40,-0.03,-0.69,1.00,3.00,1.00,1,4,1
14285,9.00,9.00,48.00,3.70,1.20,1.16,1.00,3.00,1.00,1,4,1
14286,5.00,8.00,44.00,2.50,0.03,0.69,1.00,3.00,1.00,1,3,1
14287,5.00,6.00,37.00,3.40,0.03,0.25,1.00,3.00,0.00,1,3,1
14288,1.00,1.00,34.00,2.50,-1.82,-1.76,1.00,4.00,0.00,0,3,0
14289,5.00,7.00,42.00,3.30,0.05,0.32,1.00,5.00,1.00,1,5,1
14290,9.00,9.00,36.00,3.00,1.07,1.01,1.00,4.00,0.00,1,3,1
14291,9.00,9.00,31.00,3.70,1.22,1.13,1.00,4.00,1.00,1,3,1
14292,7.00,9.00,39.00,2.90,0.59,1.14,1.00,3.00,0.00,1,4,1
14293,10.00,10.00,40.00,3.50,2.43,1.76,1.00,4.00,0.00,1,5,1
14294,7.00,8.00,47.00,3.10,0.39,0.66,1.00,4.00,1.00,1,3,1
14295,8.00,4.00,47.00,3.60,0.86,-0.31,1.00,4.00,0.00,1,5,1
14296,4.00,9.00,47.00,3.00,-0.34,0.89,2.00,4.00,1.00,1,4,1
14297,5.00,7.00,35.00,2.70,-0.03,0.39,1.00,4.00,0.00,1,3,1
14298,5.00,4.00,27.50,2.60,-0.03,-0.43,1.00,5.00,1.00,1,3,1
14299,8.00,8.00,42.00,2.80,0.81,0.69,1.00,3.00,1.00,1,4,1
14300,4.00,4.00,31.00,3.20,-0.34,-0.51,1.00,3.00,0.00,1,4,1
14301,9.00,7.00,39.00,3.60,0.89,0.35,1.00,3.00,0.00,1,5,1
14302,1.00,3.00,34.00,2.90,-1.13,-0.75,2.00,4.00,0.00,1,3,1
14303,5.00,5.00,35.00,3.10,-0.03,-0.13,1.00,4.00,0.00,1,3,1
14304,3.00,6.00,39.00,3.50,-0.48,0.16,1.00,4.00,0.00,1,4,1
14305,8.00,8.00,32.50,3.30,0.60,0.58,1.00,3.00,0.00,1,3,1
14306,2.00,5.00,41.00,3.70,-0.96,-0.06,1.00,3.00,0.00,1,6,1
14307,3.00,2.00,31.00,2.10,-0.66,-0.99,1.00,4.00,1.00,1,4,1
14308,2.00,6.00,28.00,2.20,-0.65,0.11,1.00,4.00,1.00,0,1,0
14309,2.00,2.00,34.00,2.80,-0.91,-0.91,2.00,3.00,1.00,1,5,1
14310,5.00,3.00,32.00,3.20,-0.14,-0.67,1.00,3.00,1.00,1,3,1
14311,1.00,3.00,42.00,3.50,-1.17,-0.87,1.00,4.00,0.00,1,4,1
14312,9.00,10.00,36.00,2.60,0.88,1.32,1.00,3.00,1.00,1,3,1
14313,3.00,4.00,41.00,3.10,-0.59,-0.45,1.00,3.00,1.00,1,3,1
14314,4.00,6.00,39.00,3.70,-0.24,0.23,1.00,3.00,1.00,1,3,1
14315,8.00,8.00,41.00,3.70,0.88,0.76,1.00,2.00,1.00,1,4,1
14316,3.00,5.00,35.00,3.30,-0.43,-0.04,1.00,4.00,1.00,1,3,0
14317,7.00,9.00,38.00,2.30,0.47,1.23,1.00,5.00,1.00,1,3,1
14318,2.00,3.00,40.00,3.20,-1.08,-0.78,1.00,4.00,0.00,1,4,1
14319,10.00,10.00,46.00,3.90,2.18,2.08,1.00,3.00,1.00,1,3,1
14320,2.00,2.00,47.00,3.60,-1.10,-0.98,1.00,2.00,0.00,1,6,1
14321,3.00,3.00,34.00,3.40,-0.64,-0.64,1.00,4.00,1.00,1,2,1
14322,9.00,8.00,48.00,3.90,1.08,0.74,1.00,4.00,0.00,1,5,1
14323,3.00,4.00,26.00,3.30,-0.66,-0.34,1.00,3.00,0.00,1,3,1
14324,10.00,9.00,41.00,3.00,1.77,1.00,1.00,4.00,1.00,1,5,1
14325,8.00,9.00,35.00,3.80,0.65,1.27,1.00,4.00,1.00,1,3,1
14326,9.00,10.00,33.00,3.20,0.98,1.48,1.00,5.00,1.00,1,2,1
14327,5.00,5.00,34.00,3.50,-0.11,-0.09,1.00,4.00,0.00,1,3,1
14328,2.00,2.00,33.00,2.80,-0.72,-0.96,1.00,4.00,1.00,1,3,1
14329,2.00,2.00,27.00,2.50,-0.91,-0.95,1.00,4.00,1.00,1,4,0
14330,3.00,2.00,37.00,2.60,-0.48,-0.92,1.00,3.00,1.00,1,2,1
14331,4.00,4.00,45.00,3.40,-0.23,-0.38,1.00,3.00,1.00,1,4,1
14332,4.00,5.00,43.00,3.80,-0.33,-0.05,1.00,3.00,0.00,1,5,1
14333,2.00,1.00,34.00,2.90,-0.94,-1.34,1.00,4.00,1.00,1,3,1
14334,10.00,8.00,31.00,3.60,1.30,0.85,1.00,3.00,0.00,1,3,1
14335,9.00,5.00,28.00,3.10,0.90,-0.32,2.00,4.00,0.00,1,2,0
14336,4.00,4.00,31.00,3.00,-0.34,-0.36,1.00,3.00,1.00,1,3,1
14337,5.00,6.00,36.00,3.00,-0.03,0.07,1.00,4.00,0.00,1,2,0
14338,2.00,2.00,29.00,2.70,-1.03,-1.20,1.00,1.00,0.00,0,5,1
14339,5.00,2.00,44.00,2.80,-0.11,-0.90,1.00,4.00,1.00,1,4,1
14340,5.00,7.00,36.50,3.60,0.01,0.32,1.00,5.00,1.00,1,3,1
14341,5.00,4.00,31.00,2.50,-0.07,-0.36,1.00,3.00,1.00,0,4,1
14342,8.00,8.00,37.00,3.60,0.69,0.65,1.00,3.00,0.00,1,4,1
14343,8.00,7.00,35.00,2.80,0.84,0.47,2.00,3.00,1.00,1,3,1
14344,3.00,5.00,38.00,2.40,-0.42,-0.22,2.00,4.00,0.00,1,3,0
14345,1.00,1.00,27.00,2.60,-2.11,-1.58,1.00,5.00,0.00,1,3,1
14346,8.00,2.00,34.00,2.90,0.74,-0.94,1.00,3.00,1.00,1,4,1
14347,9.00,9.00,44.00,4.00,1.03,1.16,1.00,4.00,1.00,1,6,1
14348,9.00,10.00,38.00,3.30,1.02,1.52,1.00,4.00,1.00,1,5,1
14349,4.00,1.00,30.00,2.60,-0.30,-1.52,1.00,5.00,1.00,1,4,1
14350,4.00,2.00,44.00,3.00,-0.40,-1.17,1.00,3.00,1.00,1,4,1
14351,2.00,3.00,30.00,3.40,-1.00,-0.66,1.00,4.00,0.00,1,2,1
14352,8.00,7.00,35.00,3.90,0.93,0.34,1.00,3.00,1.00,1,6,1
14353,2.00,3.00,32.50,2.70,-0.86,-0.83,1.00,4.00,0.00,1,4,1
14354,4.00,3.00,40.00,3.40,-0.41,-0.61,1.00,4.00,1.00,1,4,1
14355,9.00,10.00,31.50,3.20,1.11,1.41,1.00,3.00,1.00,1,3,1
14356,2.00,1.00,23.50,3.40,-0.85,-1.40,1.00,3.00,0.00,0,3,0
14357,3.00,5.00,38.00,3.40,-0.64,-0.18,1.00,4.00,1.00,1,5,1
14358,3.00,4.00,37.50,3.60,-0.72,-0.53,1.00,4.00,0.00,1,4,1
14359,2.00,3.00,42.00,2.80,-0.94,-0.62,1.00,3.00,1.00,1,5,0
14360,8.00,7.00,34.00,3.40,0.69,0.48,1.00,4.00,0.00,1,3,1
14361,6.00,4.00,43.00,3.50,0.23,-0.44,1.00,4.00,1.00,1,5,1
14362,9.00,5.00,28.00,3.00,1.09,-0.24,1.00,4.00,0.00,0,1,0
14363,3.00,2.00,35.00,3.20,-0.66,-1.28,1.00,3.00,0.00,1,3,0
14364,3.00,2.00,35.50,3.50,-0.74,-0.86,1.00,4.00,1.00,1,5,1
14365,7.00,5.00,33.00,3.40,0.46,-0.06,1.00,3.00,1.00,1,5,1
14366,8.00,10.00,44.00,3.70,0.82,1.39,1.00,3.00,0.00,1,5,1
14367,4.00,4.00,31.50,2.70,-0.32,-0.45,1.00,4.00,1.00,1,3,1
14368,4.00,6.00,38.00,3.40,-0.37,0.07,1.00,4.00,0.00,1,5,1
14369,6.00,7.00,41.00,3.10,0.26,0.41,1.00,4.00,0.00,1,4,1
14370,2.00,1.00,42.00,3.00,-1.02,-1.68,1.00,5.00,1.00,1,4,1
14371,8.00,9.00,35.00,3.50,0.81,1.33,1.00,4.00,1.00,1,2,1
14372,5.00,6.00,42.00,3.80,-0.01,0.10,1.00,4.00,1.00,1,4,1
14373,7.00,7.00,34.00,3.50,0.52,0.44,1.00,3.00,0.00,1,3,1
14374,4.00,5.00,33.00,2.80,-0.35,-0.17,1.00,5.00,1.00,1,2,0
14375,9.00,9.00,46.00,3.90,1.08,1.17,1.00,3.00,0.00,1,4,1
14376,4.00,5.00,35.00,3.10,-0.37,-0.07,1.00,2.00,0.00,0,4,0
14377,4.00,7.00,31.00,3.30,-0.20,0.45,1.00,3.00,1.00,1,3,1
14378,4.00,4.00,39.00,3.30,-0.32,-0.56,1.00,4.00,1.00,1,3,1
14379,8.00,7.00,40.00,3.60,0.57,0.48,1.00,3.00,1.00,1,3,1
14380,3.00,3.00,36.00,3.10,-0.61,-0.68,1.00,4.00,1.00,1,4,1
14381,4.00,5.00,31.50,3.10,-0.35,-0.12,1.00,3.00,0.00,1,3,1
14382,10.00,9.00,38.00,3.40,1.37,1.13,1.00,2.00,1.00,1,4,1
14383,6.00,6.00,33.00,3.60,0.24,0.11,1.00,4.00,0.00,1,4,1
14384,2.00,3.00,37.00,3.10,-0.86,-0.58,1.00,4.00,1.00,1,3,1
14385,2.00,5.00,43.00,3.60,-0.99,-0.10,1.00,4.00,0.00,1,5,1
14386,10.00,9.00,31.00,2.90,1.49,0.93,1.00,4.00,1.00,1,3,1
14387,5.00,5.00,34.00,3.40,-0.02,-0.27,1.00,2.00,1.00,1,3,1
14388,10.00,10.00,32.00,3.40,1.26,1.74,1.00,5.00,1.00,1,2,1
14389,5.00,5.00,37.00,2.70,-0.06,-0.21,2.00,3.00,1.00,1,3,1
14390,4.00,3.00,30.00,2.50,-0.32,-0.85,1.00,3.00,1.00,1,4,1
14391,8.00,5.00,43.00,3.30,0.65,0.00,1.00,5.00,0.00,1,4,1
14392,3.00,3.00,34.00,3.20,-0.47,-0.79,1.00,4.00,1.00,1,5,1
14393,2.00,6.00,35.00,3.20,-0.86,0.10,1.00,4.00,0.00,1,3,1
14394,7.00,8.00,45.00,3.80,0.47,0.71,1.00,3.00,0.00,1,5,1
14395,9.00,9.00,41.00,3.20,1.00,1.09,1.00,3.00,0.00,0,6,1
14396,9.00,9.00,46.00,3.10,1.00,1.21,1.00,5.00,1.00,1,6,1
14397,2.00,2.00,35.00,2.90,-0.82,-1.16,1.00,3.00,1.00,1,4,1
14398,6.00,4.00,42.00,2.90,0.15,-0.46,1.00,4.00,1.00,1,5,1
14399,10.00,9.00,36.00,2.90,1.49,1.28,1.00,4.00,0.00,1,5,1
14400,5.00,7.00,30.00,2.60,0.01,0.35,1.00,2.00,1.00,1,2,1
14401,5.00,8.00,36.50,2.90,-0.02,0.58,1.00,4.00,1.00,1,5,1
14402,4.00,4.00,31.00,3.60,-0.26,-0.38,1.00,2.00,1.00,0,2,1
14403,8.00,8.00,36.70,3.60,0.75,0.61,1.00,5.00,1.00,1,5,1
14404,7.00,8.00,40.00,3.10,0.42,0.76,1.00,4.00,1.00,1,4,1
14405,7.00,7.00,42.00,3.80,0.57,0.30,1.00,3.00,0.00,1,4,1
14406,1.00,3.00,42.00,3.00,-1.42,-0.82,1.00,4.00,0.00,1,5,1
14407,2.00,3.00,34.00,3.30,-0.76,-0.65,1.00,4.00,0.00,1,4,1
14408,1.00,3.00,40.00,3.70,-1.22,-0.84,1.00,3.00,0.00,1,5,1
14409,5.00,4.00,29.50,3.70,-0.01,-0.25,1.00,3.00,1.00,1,5,1
14410,2.00,1.00,39.00,3.00,-1.05,-1.40,1.00,4.00,1.00,1,4,1
14411,9.00,10.00,45.00,3.60,1.00,1.53,1.00,5.00,0.00,1,5,1
14412,6.00,7.00,48.00,4.00,0.25,0.49,1.00,4.00,1.00,1,5,1
14413,4.00,5.00,35.00,3.40,-0.32,-0.17,1.00,4.00,0.00,1,5,0
14414,7.00,8.00,35.00,3.20,0.43,0.75,1.00,3.00,1.00,1,3,1
14415,9.00,10.00,37.00,2.90,1.14,1.37,1.00,5.00,1.00,1,3,1
14416,5.00,5.00,37.00,3.50,-0.10,-0.17,1.00,2.00,1.00,1,5,1
14417,9.00,9.00,39.00,3.30,1.15,1.23,1.00,4.00,0.00,1,3,1
14418,10.00,10.00,38.00,2.50,1.70,1.43,1.00,4.00,1.00,1,3,1
14419,8.00,8.00,36.50,3.60,0.66,0.82,1.00,2.00,1.00,1,5,1
14420,4.00,1.00,42.00,3.80,-0.16,-2.09,1.00,1.00,0.00,1,4,1
14421,6.00,6.00,38.00,3.10,0.30,-0.02,1.00,4.00,0.00,1,3,1
14422,3.00,3.00,31.50,2.20,-0.51,-0.57,1.00,2.00,1.00,0,4,0
14423,3.00,3.00,36.00,3.50,-0.60,-0.60,1.00,4.00,0.00,1,5,1
14424,8.00,8.00,43.00,3.60,0.84,0.58,1.00,5.00,0.00,1,4,1
14425,5.00,3.00,34.00,3.00,0.04,-0.78,1.00,3.00,1.00,1,3,1
14426,4.00,6.00,45.00,3.80,-0.29,0.08,1.00,2.00,1.00,1,3,1
14427,3.00,2.00,38.00,3.00,-0.55,-1.28,1.00,4.00,1.00,1,3,0
14428,5.00,7.00,39.00,3.70,0.09,0.38,1.00,4.00,0.00,1,4,1
14429,5.00,6.00,34.00,3.60,-0.03,0.11,1.00,4.00,1.00,1,4,1
14430,8.00,4.00,41.00,2.70,0.57,-0.36,2.00,2.00,0.00,1,5,0
14431,2.00,5.00,43.00,3.30,-0.90,-0.22,1.00,4.00,0.00,1,6,1
14432,2.00,3.00,34.00,3.50,-0.81,-0.82,1.00,4.00,0.00,1,2,1
14433,6.00,4.00,26.00,3.50,0.23,-0.42,1.00,3.00,1.00,1,3,1
14434,5.00,4.00,26.00,3.00,-0.08,-0.53,1.00,4.00,0.00,1,2,1
14435,10.00,9.00,47.00,4.00,1.71,1.07,1.00,3.00,1.00,1,6,1
14436,5.00,7.00,34.00,3.30,-0.02,0.31,1.00,4.00,0.00,1,5,1
14437,7.00,9.00,34.00,3.60,0.52,0.93,1.00,4.00,0.00,1,5,1
14438,7.00,9.00,41.00,3.60,0.35,1.05,1.00,5.00,1.00,1,4,1
14439,3.00,7.00,48.00,3.80,-0.47,0.26,1.00,4.00,0.00,1,5,1
14440,8.00,7.00,38.00,3.20,0.63,0.51,1.00,4.00,1.00,1,3,1
14441,8.00,9.00,28.00,3.10,0.83,0.89,1.00,4.00,1.00,1,2,0
14442,9.00,10.00,33.00,3.30,1.09,1.46,1.00,3.00,1.00,1,3,1
14443,5.00,7.00,29.50,3.50,-0.03,0.39,1.00,4.00,1.00,1,3,1
14444,8.00,8.00,37.00,3.60,0.84,0.57,1.00,3.00,1.00,1,2,1
14445,2.00,2.00,40.00,3.70,-0.91,-1.03,1.00,3.00,0.00,1,4,1
14446,5.00,6.00,34.00,3.00,-0.07,0.03,1.00,5.00,0.00,1,5,1
14447,6.00,4.00,40.00,3.40,0.27,-0.53,1.00,5.00,1.00,1,3,1
14448,6.00,7.00,34.00,3.20,0.25,0.30,1.00,4.00,0.00,1,4,1
14449,9.00,10.00,33.00,2.10,1.23,1.46,2.00,2.00,1.00,1,3,1
14450,8.00,9.00,19.00,3.40,0.77,1.25,1.00,2.00,0.00,0,1,1
14451,9.00,9.00,37.50,3.30,1.20,1.01,1.00,4.00,1.00,1,3,1
14452,1.00,3.00,38.00,3.70,-2.75,-0.80,1.00,3.00,1.00,1,5,1
14453,10.00,10.00,30.00,3.20,2.01,2.44,1.00,2.00,1.00,1,4,1
14454,8.00,10.00,38.50,3.80,0.64,1.34,1.00,4.00,0.00,1,4,1
14455,10.00,10.00,44.00,2.00,1.71,1.67,1.00,3.00,1.00,1,2,1
14456,9.00,10.00,37.00,4.00,0.94,1.36,1.00,4.00,0.00,1,2,1
14457,1.00,3.00,31.50,3.00,-1.60,-0.75,1.00,3.00,0.00,1,2,0
14458,1.00,2.00,44.00,3.20,-1.23,-1.20,1.00,4.00,1.00,1,5,1
14459,1.00,2.00,35.00,3.40,-1.23,-1.13,1.00,3.00,0.00,1,2,1
14460,10.00,10.00,36.00,3.00,1.37,1.36,1.00,4.00,0.00,1,5,1
14461,4.00,3.00,32.50,3.50,-0.31,-0.80,1.00,4.00,1.00,1,3,1
14462,4.00,5.00,35.50,3.60,-0.17,-0.19,1.00,3.00,0.00,1,4,1
14463,1.00,1.00,37.00,3.80,-1.23,-1.67,1.00,3.00,0.00,0,5,1
14464,5.00,7.00,39.00,3.10,-0.06,0.29,1.00,4.00,1.00,1,3,1
14465,2.00,2.00,32.00,3.50,-0.79,-0.96,2.00,4.00,0.00,1,3,1
14466,6.00,4.00,43.00,3.90,0.20,-0.48,1.00,3.00,1.00,1,4,1
14467,9.00,10.00,35.00,2.80,1.27,1.73,1.00,3.00,1.00,1,3,1
14468,5.00,8.00,37.00,2.70,-0.07,0.68,1.00,3.00,1.00,1,5,1
14469,10.00,10.00,39.00,4.00,2.88,2.87,1.00,3.00,0.00,1,5,1
14470,7.00,7.00,48.00,3.50,0.55,0.28,1.00,5.00,1.00,1,5,1
14471,10.00,9.00,48.00,3.50,1.94,1.00,1.00,3.00,0.00,1,4,1
14472,1.00,1.00,36.00,2.90,-1.94,-2.75,1.00,4.00,0.00,1,3,0
14473,6.00,6.00,34.30,3.00,0.07,0.12,2.00,3.00,0.00,1,5,1
14474,5.00,7.00,40.00,3.80,-0.02,0.46,1.00,3.00,0.00,1,4,1
14475,1.00,1.00,32.00,2.50,-1.87,-2.05,1.00,4.00,1.00,0,5,1
14476,6.00,7.00,33.00,3.60,0.18,0.45,1.00,4.00,1.00,1,4,1
14477,10.00,10.00,41.00,3.40,1.35,1.89,1.00,4.00,0.00,1,3,1
14478,2.00,2.00,30.00,2.40,-1.10,-0.96,2.00,3.00,0.00,1,3,1
14479,3.00,2.00,38.00,3.70,-0.45,-1.21,1.00,4.00,0.00,1,4,1
14480,6.00,5.00,36.00,3.00,0.09,-0.08,1.00,4.00,0.00,1,3,1
14481,7.00,6.00,41.00,2.90,0.45,0.20,1.00,3.00,1.00,1,5,1
14482,9.00,8.00,40.00,3.30,1.25,0.60,1.00,3.00,1.00,1,4,1
14483,8.00,9.00,30.00,2.90,0.61,1.03,1.00,4.00,0.00,1,3,1
14484,6.00,8.00,29.00,3.20,0.12,0.78,1.00,4.00,1.00,1,2,1
14485,8.00,9.00,39.00,3.50,0.86,0.99,1.00,4.00,0.00,1,6,1
14486,2.00,4.00,37.00,3.40,-0.77,-0.50,2.00,3.00,0.00,1,4,1
14487,5.00,5.00,34.00,3.10,-0.08,-0.07,1.00,2.00,1.00,1,3,1
14488,10.00,10.00,39.00,2.90,2.01,1.87,1.00,3.00,1.00,1,5,1
14489,7.00,7.00,42.00,3.90,0.40,0.45,1.00,2.00,0.00,1,4,1
14490,2.00,1.00,27.00,3.60,-0.98,-1.32,1.00,4.00,1.00,1,5,1
14491,2.00,4.00,40.00,3.30,-0.99,-0.31,1.00,4.00,0.00,1,4,1
14492,6.00,6.00,37.00,3.80,0.32,0.24,1.00,3.00,0.00,1,6,1
14493,4.00,7.00,42.00,2.70,-0.28,0.54,1.00,4.00,1.00,1,4,1
14494,5.00,4.00,37.00,3.30,0.03,-0.37,1.00,3.00,1.00,1,3,1
14495,10.00,10.00,44.00,3.20,1.46,1.57,1.00,4.00,1.00,1,3,1
14496,3.00,5.00,35.00,3.60,-0.62,-0.11,1.00,4.00,0.00,1,3,1
14497,5.00,5.00,44.00,2.70,-0.17,-0.19,1.00,3.00,1.00,1,3,1
14498,5.00,6.00,30.00,3.20,-0.01,0.08,1.00,4.00,1.00,1,3,1
14499,9.00,9.00,36.00,3.10,0.99,1.06,1.00,4.00,1.00,1,3,1
14500,5.00,6.00,36.00,2.80,-0.17,0.01,1.00,3.00,1.00,1,3,1
14501,7.00,4.00,43.00,3.60,0.35,-0.26,1.00,4.00,1.00,1,4,1
14502,1.00,1.00,36.00,3.50,-1.85,-1.48,1.00,5.00,1.00,1,3,1
14503,2.00,2.00,35.00,3.00,-0.86,-1.05,1.00,4.00,1.00,1,3,1
14504,10.00,10.00,33.00,3.10,2.23,2.60,1.00,2.00,1.00,1,3,1
14505,8.00,10.00,46.00,2.90,0.65,1.31,1.00,4.00,0.00,1,5,1
14506,9.00,7.00,38.00,3.20,1.00,0.51,2.00,4.00,1.00,1,4,1
14507,10.00,9.00,28.00,3.20,1.32,1.15,2.00,3.00,1.00,1,2,1
14508,10.00,9.00,33.50,3.50,1.56,1.00,1.00,4.00,0.00,1,3,1
14509,2.00,2.00,41.00,3.00,-1.14,-1.14,1.00,5.00,1.00,1,4,1
14510,5.00,6.00,42.50,3.70,0.07,0.07,1.00,4.00,1.00,1,6,1
14511,6.00,5.00,37.00,2.70,0.14,-0.08,1.00,2.00,1.00,1,5,1
14512,4.00,5.00,38.00,3.40,-0.39,-0.16,1.00,1.00,1.00,1,4,1
14513,4.00,3.00,34.00,2.90,-0.24,-0.70,1.00,4.00,1.00,1,5,1
14514,8.00,7.00,40.00,3.10,0.72,0.39,1.00,4.00,0.00,1,4,1
14515,9.00,8.00,44.00,3.50,1.27,0.83,1.00,4.00,0.00,1,5,1
14516,3.00,3.00,35.50,3.30,-0.68,-0.64,1.00,4.00,1.00,1,4,1
14517,2.00,4.00,36.00,3.20,-0.78,-0.54,1.00,3.00,0.00,1,3,1
14518,5.00,6.00,29.00,2.90,0.03,0.14,1.00,4.00,1.00,1,3,1
14519,7.00,4.00,37.00,2.80,0.40,-0.29,2.00,4.00,1.00,1,3,1
14520,3.00,4.00,33.50,3.20,-0.51,-0.45,1.00,4.00,0.00,1,3,1
14521,5.00,8.00,43.00,2.50,-0.20,0.59,1.00,3.00,1.00,1,5,1
14522,1.00,2.00,29.00,3.00,-1.71,-1.32,1.00,2.00,0.00,0,4,0
14523,3.00,1.00,33.00,2.90,-0.50,-1.38,1.00,4.00,1.00,1,3,0
14524,1.00,1.00,23.70,2.70,-2.27,-1.47,1.00,4.00,0.00,1,5,1
14525,10.00,10.00,41.00,3.20,1.99,2.16,1.00,3.00,1.00,1,4,1
14526,5.00,2.00,35.00,3.10,-0.14,-0.96,1.00,4.00,0.00,1,3,1
14527,5.00,5.00,44.00,3.00,-0.05,-0.04,1.00,3.00,1.00,1,4,1
14528,8.00,8.00,32.00,3.40,0.75,0.56,1.00,4.00,0.00,1,3,1
14529,8.00,4.00,28.00,3.50,0.66,-0.41,1.00,3.00,0.00,1,5,1
14530,4.00,5.00,37.00,3.90,-0.24,-0.14,1.00,4.00,1.00,1,5,1
14531,7.00,6.00,30.00,3.60,0.53,0.07,1.00,3.00,1.00,1,3,1
14532,8.00,8.00,32.50,3.00,0.64,0.77,1.00,3.00,1.00,1,5,1
14533,1.00,1.00,34.00,2.60,-1.36,-1.44,1.00,2.00,0.00,0,6,0
14534,8.00,9.00,35.00,3.40,0.79,1.02,1.00,4.00,0.00,1,4,1
14535,4.00,4.00,41.00,2.80,-0.20,-0.33,1.00,5.00,0.00,1,3,1
14536,1.00,1.00,18.00,2.60,-2.10,-2.09,1.00,1.00,1.00,0,3,0
14537,4.00,4.00,41.00,3.20,-0.28,-0.43,1.00,3.00,1.00,1,4,1
14538,10.00,10.00,40.00,3.80,1.96,2.13,1.00,4.00,0.00,1,4,1
14539,6.00,2.00,37.00,2.90,0.07,-1.08,1.00,4.00,1.00,1,3,0
14540,4.00,6.00,41.00,3.50,-0.17,0.13,1.00,3.00,0.00,1,4,1
14541,9.00,9.00,36.00,3.80,0.94,1.12,2.00,3.00,1.00,1,4,1
14542,9.00,8.00,43.00,3.70,1.00,0.70,1.00,3.00,0.00,1,6,1
14543,2.00,2.00,24.00,2.90,-0.91,-1.07,1.00,4.00,1.00,1,3,0
14544,10.00,10.00,35.00,3.20,1.37,1.43,1.00,4.00,1.00,1,5,1
14545,5.00,4.00,42.00,3.30,-0.11,-0.46,1.00,4.00,1.00,1,4,1
14546,6.00,7.00,31.00,3.30,0.18,0.25,1.00,3.00,0.00,1,2,1
14547,3.00,6.00,36.00,3.90,-0.64,0.19,1.00,4.00,0.00,1,4,1
14548,4.00,5.00,25.70,2.80,-0.35,-0.24,1.00,3.00,0.00,1,3,1
14549,6.00,8.00,37.00,3.40,0.27,0.64,1.00,4.00,1.00,1,3,1
14550,2.00,3.00,28.00,3.40,-0.92,-0.65,1.00,4.00,1.00,1,3,1
14551,5.00,3.00,42.00,3.60,-0.11,-0.79,1.00,3.00,0.00,1,4,1
14552,3.00,4.00,40.00,3.10,-0.83,-0.34,1.00,3.00,1.00,1,6,1
14553,8.00,8.00,40.00,3.20,0.71,0.83,1.00,3.00,0.00,1,5,1
14554,10.00,9.00,39.00,3.20,1.31,0.90,2.00,5.00,1.00,1,5,1
14555,4.00,6.00,35.00,3.10,-0.40,0.10,2.00,4.00,1.00,1,5,0
14556,6.00,7.00,40.00,3.20,0.12,0.49,1.00,3.00,0.00,1,3,1
14557,10.00,8.00,32.00,2.60,1.44,0.55,1.00,4.00,1.00,0,1,1
14558,7.00,6.00,32.00,3.60,0.46,0.12,1.00,4.00,0.00,1,1,0
14559,8.00,9.00,36.00,3.50,0.84,0.98,1.00,4.00,1.00,1,4,1
14560,7.00,7.00,39.00,3.40,0.56,0.53,1.00,4.00,1.00,1,3,1
14561,2.00,1.00,32.00,3.50,-1.09,-1.44,2.00,3.00,0.00,1,3,1
14562,8.00,4.00,37.00,3.00,0.66,-0.47,1.00,1.00,1.00,1,4,1
14563,9.00,8.00,43.00,3.40,0.89,0.80,1.00,4.00,1.00,1,5,1
14564,1.00,1.00,26.00,3.10,-2.02,-1.89,1.00,2.00,1.00,0,4,0
14565,10.00,10.00,41.00,2.90,1.48,1.49,1.00,5.00,1.00,1,3,1
14566,3.00,3.00,41.00,3.50,-0.47,-0.54,1.00,3.00,1.00,1,5,1
14567,4.00,5.00,33.00,3.00,-0.45,-0.05,1.00,4.00,0.00,1,5,1
14568,9.00,9.00,44.00,3.70,0.94,1.00,1.00,4.00,1.00,1,4,1
14569,6.00,6.00,41.00,2.40,0.09,-0.01,1.00,4.00,1.00,1,3,0
14570,10.00,10.00,22.00,2.60,1.31,1.37,2.00,2.00,0.00,1,2,1
